AREA,PAIS,CONTINENTE,SUB_REGIAO,ISO,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+,POPULACAO,URBANIZACAO,GINI,GASTOS_SAUDE,EXPECTATIVA_VIDA,DENSIDADE_MEDICOS,DENSIDADE_LEITOS_POR_MIL,PIB,CASOS,MORTES,CASOS_POR_MILHAO,MORTES_POR_MILHAO
1220190,MALI,AFRICA,WESTERN AFRICA,MLI,3609399.0,3123948.0,2592459.0,2082784.0,1631570.0,1324457.0,1097349.0,921962.0,781494.0,594355.0,482779.0,396837.0,323043.0,231821.0,166369.0,109675.0,57023.0,20565.0,4874.0,598.0,36.0,19553397.0,0.447,40.1,0.039,62.01,0.13,0.1,45637000000.0,14523,530,717.2,26.200000000000003
230170,ROMANIA,EUROPA,EASTERN EUROPE,ROU,936303.0,1014281.0,1058312.0,1061563.0,1134251.0,1224252.0,1685171.0,1617636.0,1884654.0,1729326.0,1713255.0,1146410.0,1352452.0,1249121.0,930005.0,628673.0,529591.0,282801.0,102233.0,20945.0,1658.0,21302893.0,0.5429999999999999,36.0,0.056,76.3,2.98,6.9,579549000000.0,1081875,34260,55972.1,1772.5
94280,MALAWI,AFRICA,EASTERN AFRICA,MWI,3773032.0,3201263.0,2747795.0,2342959.0,2004397.0,1617180.0,1284592.0,1086893.0,848559.0,627086.0,462821.0,352750.0,279145.0,222164.0,166310.0,102197.0,51459.0,19998.0,5306.0,682.0,41.0,21196629.0,0.177,44.7,0.093,72.16,0.04,1.3,19741000000.0,44684,1363,2335.8,71.2
743532,CHILE,AMERICA LATINA,SOUTH AMERICA,CHL,1196495.0,1208869.0,1194000.0,1180848.0,1336100.0,1441850.0,1409695.0,1310889.0,1160480.0,1194348.0,1225843.0,1199820.0,979251.0,732156.0,558911.0,406518.0,250025.0,129681.0,56250.0,12637.0,2104.0,18186770.0,0.878,44.4,0.091,79.57,2.59,2.1,459134000000.0,1601858,34569,83795.8,1808.4
2699700,KAZAKHSTAN,ASIA,CENTRAL ASIA,KAZ,1625476.0,1737119.0,1626088.0,1250083.0,1225328.0,1549496.0,1672632.0,1447353.0,1228765.0,1155388.0,1009399.0,1051230.0,904873.0,665341.0,386298.0,222259.0,230869.0,62285.0,34802.0,6074.0,791.0,19091949.0,0.578,27.5,0.029,72.25,3.98,6.1,487868000000.0,536089,8173,28550.7,435.3
743390,ZAMBIA,AFRICA,EASTERN AFRICA,ZMB,3092857.0,2628833.0,2248413.0,1890158.0,1601246.0,1334942.0,1094554.0,910445.0,758878.0,551439.0,396163.0,295869.0,227928.0,151843.0,114520.0,71521.0,39539.0,13981.0,3107.0,367.0,20.0,17426623.0,0.452,57.1,0.049,65.92,1.19,2.0,61985000000.0,187602,3138,10204.7,170.7
107160,GUATEMALA,AMERICA LATINA,CENTRAL AMERICA,GTM,1979293.0,1955811.0,1842473.0,1721583.0,1667693.0,1529930.0,1305838.0,1091518.0,941583.0,786365.0,597515.0,510738.0,417422.0,323370.0,225952.0,142221.0,71697.0,30897.0,9682.0,1583.0,124.0,17153288.0,0.522,48.3,0.057,72.63,0.36,0.4,143416000000.0,334375,9927,18663.9,554.0999999999999
248360,ECUADOR,AMERICA LATINA,SOUTH AMERICA,ECU,1431557.0,1453240.0,1479662.0,1498273.0,1511494.0,1415380.0,1329161.0,1208792.0,1091404.0,939880.0,829295.0,730553.0,608924.0,484215.0,349668.0,250776.0,161457.0,87219.0,34475.0,8328.0,1114.0,16904867.0,0.644,45.4,0.081,77.76,2.04,1.4,197631000000.0,476312,21958,26997.1,1244.6
183630,SYRIA,ASIA,WESTERN ASIA,SYR,2305799.0,2181851.0,2005866.0,1886145.0,1866322.0,1546842.0,1506789.0,1431363.0,1096856.0,882746.0,773241.0,620233.0,430165.0,312963.0,250476.0,172699.0,83756.0,34122.0,8852.0,1268.0,94.0,19398448.0,0.561,,,74.01,1.29,1.4,50280000000.0,25834,1905,1476.2,108.9
33720,NETHERLANDS,EUROPA,WESTERN EUROPE,NLD,932505.0,919531.0,932405.0,1011182.0,1046581.0,1106109.0,1094210.0,1029143.0,1006772.0,1140800.0,1270268.0,1245841.0,1120429.0,994731.0,949134.0,628606.0,431691.0,259370.0,118955.0,36410.0,5724.0,17280397.0,0.926,28.5,0.1,81.95,3.61,3.3,986847000000.0,1814143,17783,104215.7,1021.5999999999999
192530,SENEGAL,AFRICA,WESTERN AFRICA,SEN,2304875.0,2112687.0,1937003.0,1719188.0,1483792.0,1281570.0,1089082.0,896794.0,712490.0,571264.0,476922.0,379293.0,283119.0,202528.0,136860.0,84060.0,43664.0,16636.0,3982.0,524.0,35.0,15736368.0,0.486,40.3,0.04,63.83,0.07,0.3,55324000000.0,53573,1236,3199.5,73.8
176520,CAMBODIA,ASIA,SOUTH-EASTERN ASIA,KHM,1747729.0,1716864.0,1643453.0,1504661.0,1420892.0,1629403.0,1596405.0,1385334.0,797323.0,823177.0,795001.0,664692.0,424575.0,323127.0,215809.0,131481.0,71401.0,27613.0,7067.0,929.0,48.0,16926984.0,0.247,37.9,0.06,66.27,0.19,1.9,72356000000.0,68796,1149,4114.8,68.7
1259200,CHAD,AFRICA,MIDDLE AFRICA,TCD,3068725.0,2650242.0,2285951.0,1885424.0,1451488.0,1189509.0,1120671.0,821188.0,595092.0,478564.0,374647.0,304550.0,241561.0,177018.0,118951.0,68317.0,31828.0,10890.0,2418.0,304.0,19.0,16877357.0,0.238,43.3,0.041,58.73,0.04,,25190000000.0,4965,174,302.3,10.600000000000001
627340,SOMALIA,AFRICA,EASTERN AFRICA,SOM,1915790.0,1633915.0,1432426.0,1266081.0,1062766.0,844146.0,778818.0,614904.0,507325.0,482742.0,408325.0,316075.0,226382.0,118697.0,70176.0,45908.0,22876.0,7927.0,1638.0,194.0,13.0,11757124.0,0.467,,,55.32,0.02,0.9,20440000000.0,15123,781,951.5,49.1
386850,ZIMBABWE,AFRICA,EASTERN AFRICA,ZWE,2164084.0,1794428.0,1615105.0,1565045.0,1367105.0,1277408.0,1154428.0,992716.0,639598.0,433686.0,293529.0,300340.0,290990.0,229079.0,159779.0,119613.0,92610.0,45077.0,10330.0,1280.0,84.0,14546314.0,0.32299999999999995,44.3,0.047,62.83,0.21,1.7,41533000000.0,88415,2747,5948.7,184.8
245720,GUINEA,AFRICA,WESTERN AFRICA,GIN,1991347.0,1687997.0,1481795.0,1313093.0,1106927.0,931140.0,799127.0,679590.0,573007.0,479960.0,401294.0,329393.0,263475.0,198819.0,141454.0,87190.0,43265.0,15023.0,3178.0,347.0,19.0,12527440.0,0.373,33.7,0.039,63.53,0.08,0.3,32720000000.0,24765,194,1885.6999999999998,14.8
24670,RWANDA,AFRICA,EASTERN AFRICA,RWA,1749097.0,1731196.0,1598593.0,1364369.0,1190432.0,977943.0,1022939.0,843567.0,602716.0,417716.0,337880.0,301750.0,237875.0,160424.0,89391.0,48478.0,25650.0,9859.0,2259.0,280.0,17.0,12712431.0,0.17600000000000002,43.7,0.075,65.48,0.13,,28118000000.0,59141,677,4566.1,52.300000000000004
112760,BENIN,AFRICA,WESTERN AFRICA,BEN,2347789.0,1916961.0,1596725.0,1408273.0,1211060.0,976638.0,781607.0,639478.0,542944.0,453008.0,277393.0,222235.0,182740.0,130315.0,88137.0,52911.0,25099.0,8944.0,2081.0,276.0,20.0,12864634.0,0.49,47.8,0.025,61.82,0.08,0.5,38794000000.0,8244,107,680.0,8.8
25680,BURUNDI,AFRICA,EASTERN AFRICA,BDI,1929984.0,1717294.0,1553187.0,1286550.0,1058274.0,872225.0,742955.0,618791.0,501759.0,401062.0,325360.0,272252.0,222967.0,167759.0,96337.0,54142.0,30300.0,11720.0,2572.0,312.0,19.0,11865821.0,0.141,38.6,0.077,67.07,0.1,0.8,8667000000.0,5996,8,504.3,0.7000000000000001
155360,TUNISIA,AFRICA,NORTHERN AFRICA,TUN,1002851.0,1072373.0,887967.0,765776.0,746443.0,877523.0,939755.0,934342.0,845323.0,733966.0,691177.0,639348.0,546273.0,412112.0,261235.0,175286.0,114832.0,57130.0,14968.0,2324.0,173.0,11721177.0,0.6990000000000001,32.8,0.073,76.57,1.3,2.2,125783000000.0,546233,17527,46218.0,1483.0
1083300,BOLIVIA,AMERICA LATINA,SOUTH AMERICA,BOL,1174795.0,1175518.0,1181177.0,1161456.0,1074727.0,1017415.0,949193.0,837110.0,689170.0,561532.0,447564.0,383299.0,322050.0,250044.0,182603.0,118591.0,64570.0,33222.0,12847.0,2716.0,310.0,11639909.0,0.705,42.2,0.063,70.7,1.59,1.3,100445000000.0,463125,17475,39674.8,1497.0
30280,BELGIUM,EUROPA,WESTERN EUROPE,BEL,661427.0,676101.0,680479.0,643229.0,669640.0,740645.0,769857.0,774781.0,756686.0,765130.0,791128.0,804693.0,735663.0,636613.0,559089.0,384824.0,318057.0,214527.0,101541.0,31985.0,4621.0,11720716.0,0.981,27.4,0.103,81.65,3.07,5.7,596414000000.0,1108675,25213,96218.79999999999,2188.2
27560,HAITI,AMERICA LATINA,CARIBBEAN,HTI,1149694.0,1139488.0,1165345.0,1155468.0,1136386.0,1033741.0,895336.0,754894.0,626003.0,522135.0,423394.0,331279.0,254935.0,193205.0,138009.0,86532.0,43125.0,15010.0,3383.0,389.0,26.0,11067777.0,0.58,41.1,0.077,65.61,0.23,0.7,32724000000.0,19563,510,1715.6999999999998,44.699999999999996
106440,CUBA,AMERICA LATINA,CARIBBEAN,CUB,591233.0,629512.0,586217.0,635234.0,670403.0,687303.0,795582.0,711815.0,590779.0,867151.0,986843.0,937108.0,622791.0,499799.0,447583.0,356843.0,241152.0,128056.0,54701.0,15889.0,3068.0,11059062.0,0.773,,0.112,79.41,8.42,5.3,137000000000.0,294449,2019,25996.199999999997,178.29999999999998
610952,SOUTH SUDAN,AFRICA,EASTERN AFRICA,SSD,1664280.0,1448589.0,1278350.0,1236966.0,1010710.0,803471.0,656024.0,589447.0,481569.0,393988.0,314972.0,237193.0,178253.0,107448.0,77661.0,47998.0,22608.0,9074.0,2135.0,293.0,215.0,10561244.0,0.205,46.0,0.064,58.6,,,20010000000.0,10917,117,975.3,10.5
48320,DOMINICAN REPUBLIC,AMERICA LATINA,CARIBBEAN,DOM,943709.0,937740.0,937704.0,964821.0,940797.0,888532.0,821472.0,737591.0,651116.0,596776.0,561561.0,484618.0,372932.0,269569.0,186790.0,114295.0,60424.0,22808.0,5777.0,633.0,42.0,10499707.0,0.8320000000000001,43.7,0.057,72.28,1.53,1.6,197735000000.0,337975,3928,31155.8,362.1
77240,CZECH REPUBLIC (CZECHIA),EUROPA,EASTERN EUROPE,CZE,497537.0,545038.0,581200.0,491013.0,493162.0,647798.0,729977.0,768175.0,920079.0,873103.0,693541.0,660821.0,636284.0,674264.0,610478.0,415493.0,239389.0,145010.0,62450.0,16128.0,1558.0,10702498.0,0.742,24.9,0.077,79.5,4.12,6.6,435987000000.0,1671685,30342,156320.8,2837.3
128900,GREECE,EUROPA,SOUTHERN EUROPE,GRC,455883.0,512624.0,572320.0,535949.0,561004.0,562422.0,609028.0,679315.0,773896.0,788467.0,787310.0,711829.0,677511.0,613839.0,567976.0,451884.0,398497.0,241218.0,87440.0,16757.0,1882.0,10607051.0,0.8,34.4,0.077,81.28,5.48,4.2,319334000000.0,463473,12867,43240.200000000004,1200.4
88780,JORDAN,ASIA,WESTERN ASIA,JOR,1189896.0,1215145.0,1171590.0,1111006.0,1028373.0,944179.0,837147.0,727304.0,631486.0,555487.0,458721.0,330221.0,223239.0,151196.0,110682.0,75089.0,40255.0,15466.0,3597.0,525.0,40.0,10820644.0,0.916,33.7,0.078,75.75,2.32,1.5,101738000000.0,761225,9896,74607.0,969.9
91590,PORTUGAL,EUROPA,SOUTHERN EUROPE,PRT,424788.0,443596.0,530300.0,560618.0,566578.0,558687.0,596960.0,703887.0,833685.0,840087.0,741132.0,697735.0,649524.0,596172.0,527241.0,401746.0,307561.0,196072.0,93064.0,28381.0,4860.0,10302674.0,0.6679999999999999,33.8,0.094,81.29,5.12,3.4,358344000000.0,935246,17219,90836.7,1672.4
82658,AZERBAIJAN,ASIA,WESTERN ASIA,AZE,758476.0,792792.0,779332.0,645219.0,698993.0,927568.0,944724.0,800433.0,672668.0,634572.0,642478.0,652196.0,511986.0,303877.0,170793.0,88989.0,110510.0,49546.0,17472.0,2872.0,314.0,10205810.0,0.568,33.7,0.035,73.88,3.45,4.8,144374000000.0,338837,4994,33418.6,492.5
410340,SWEDEN,EUROPA,NORTHERN EUROPE,SWE,613263.0,601429.0,591749.0,551756.0,549818.0,699029.0,714570.0,642543.0,619579.0,648525.0,655362.0,647496.0,566820.0,537647.0,542692.0,472360.0,283919.0,162277.0,76245.0,21701.0,3711.0,10202491.0,0.882,28.8,0.109,82.6,3.98,2.2,547595000000.0,1095279,14650,106053.70000000001,1418.5
111890,HONDURAS,AMERICA LATINA,CENTRAL AMERICA,HND,869419.0,928146.0,991291.0,1010173.0,931972.0,812356.0,695770.0,624970.0,547713.0,449299.0,359932.0,282861.0,232399.0,182695.0,134295.0,90449.0,55997.0,26175.0,7911.0,1397.0,120.0,9235340.0,0.59,52.1,0.071,74.9,0.31,0.6,55825000000.0,281604,7482,28431.6,755.4000000000001
83600,UNITED ARAB EMIRATES,ASIA,WESTERN ASIA,ARE,497766.0,493628.0,452428.0,390576.0,402979.0,638955.0,1076430.0,1580140.0,1531406.0,1130726.0,839948.0,512948.0,254794.0,111741.0,48653.0,17993.0,7234.0,2639.0,882.0,187.0,30.0,9992083.0,0.873,32.5,0.042,79.37,2.53,1.4,655789000000.0,662486,1900,66982.70000000001,192.10000000000002
90530,HUNGARY,EUROPA,EASTERN EUROPE,HUN,441469.0,475101.0,504711.0,499834.0,519487.0,607659.0,624279.0,646258.0,821802.0,767122.0,653307.0,559095.0,629888.0,656233.0,501843.0,379948.0,250556.0,147757.0,64144.0,18463.0,2871.0,9771827.0,0.722,30.6,0.067,76.95,3.41,7.0,321869000000.0,808945,30019,82802.90000000001,3072.7
139960,TAJIKISTAN,ASIA,CENTRAL ASIA,TJK,945359.0,946108.0,897249.0,813580.0,795309.0,800654.0,809635.0,655311.0,520894.0,445727.0,368616.0,323020.0,230220.0,147027.0,72959.0,49015.0,35493.0,14195.0,3014.0,276.0,8.0,8873669.0,0.277,34.0,0.07200000000000001,69.06,2.1,4.7,31502000000.0,14630,115,1533.8999999999999,12.1
202910,BELARUS,EUROPA,EASTERN EUROPE,BLR,481853.0,528159.0,514592.0,446140.0,463048.0,602989.0,785650.0,790209.0,702834.0,669977.0,612899.0,693627.0,675675.0,517205.0,368982.0,218578.0,225053.0,115980.0,52491.0,10962.0,1015.0,9477918.0,0.799,25.2,0.056,74.01,5.19,10.8,181286000000.0,435620,3344,46100.7,353.9
82409,AUSTRIA,EUROPA,WESTERN EUROPE,AUT,420152.0,413284.0,407432.0,427896.0,490273.0,583286.0,590623.0,600224.0,556109.0,617136.0,715995.0,699421.0,577310.0,462401.0,411627.0,366920.0,262735.0,146758.0,76790.0,28538.0,4539.0,8859449.0,0.59,29.7,0.103,82.07,5.17,7.4,498780000000.0,649913,10521,73015.20000000001,1182.0
452860,PAPUA NEW GUINEA,OCEANIA,MELANESIA,PNG,783951.0,772129.0,765817.0,746997.0,695620.0,611001.0,522889.0,452259.0,464057.0,380287.0,304553.0,240826.0,182420.0,139305.0,96643.0,56356.0,30215.0,10976.0,2766.0,368.0,21.0,7259456.0,0.135,50.9,0.024,69.86,0.07,,38218000000.0,17524,192,1958.6000000000001,21.5
87460,SERBIA,EUROPA,SOUTHERN EUROPE,SRB,314810.0,329822.0,341857.0,385519.0,388634.0,431681.0,467775.0,502501.0,513489.0,499149.0,473994.0,479519.0,481025.0,493600.0,353581.0,222949.0,180571.0,105919.0,37842.0,7379.0,549.0,7012165.0,0.5670000000000001,36.2,0.085,76.56,3.11,5.6,126625000000.0,719006,7088,103802.0,1023.3
21640,ISRAEL,ASIA,WESTERN ASIA,ISR,754690.0,804033.0,762461.0,705286.0,654577.0,609137.0,583758.0,558762.0,538539.0,501237.0,436228.0,381309.0,347662.0,324876.0,266382.0,173802.0,124989.0,86547.0,43823.0,14736.0,2641.0,8675475.0,0.927,37.0,0.075,83.15,4.63,3.0,394700000000.0,854981,6452,98778.5,745.4000000000001
39516,SWITZERLAND,EUROPA,WESTERN EUROPE,CHE,438889.0,434164.0,416454.0,411043.0,461861.0,523936.0,583388.0,608920.0,585857.0,589715.0,642370.0,621672.0,511527.0,426626.0,390144.0,313818.0,214772.0,142961.0,65550.0,18044.0,2283.0,8403994.0,0.74,32.7,0.119,83.03,4.3,4.7,588472000000.0,707076,10322,81699.3,1192.7
54390,TOGO,AFRICA,WESTERN AFRICA,TGO,1265616.0,1140780.0,1013501.0,879361.0,758703.0,700570.0,629590.0,521256.0,415147.0,330587.0,265784.0,213004.0,167167.0,125634.0,87521.0,53755.0,27188.0,10290.0,2582.0,379.0,29.0,8608444.0,0.434,43.1,0.062,70.99,0.08,0.7,12904000000.0,14769,140,1784.0,16.9
72180,SIERRA LEONE,AFRICA,WESTERN AFRICA,SLE,1033694.0,906948.0,800837.0,681417.0,565859.0,500579.0,453117.0,371937.0,309212.0,262731.0,236111.0,153297.0,104100.0,94019.0,72559.0,46296.0,23034.0,7466.0,1545.0,167.0,8.0,6624933.0,0.434,35.7,0.161,60.19,0.03,,13425000000.0,6198,116,777.0,14.5
230800,LAOS,ASIA,SOUTH-EASTERN ASIA,LAO,790859.0,774021.0,762144.0,785302.0,748952.0,690462.0,600055.0,505543.0,410878.0,350340.0,294319.0,226947.0,199863.0,125315.0,86017.0,54459.0,28290.0,10812.0,2495.0,304.0,19.0,7447396.0,0.369,36.4,0.023,66.0,0.37,1.5,56110000000.0,3710,5,509.90000000000003,0.7000000000000001
397300,PARAGUAY,AMERICA LATINA,SOUTH AMERICA,PRY,566849.0,546179.0,570745.0,605928.0,667997.0,681136.0,613524.0,524206.0,457650.0,421846.0,367181.0,322677.0,279313.0,205578.0,146530.0,104442.0,60744.0,32341.0,13171.0,3208.0,440.0,7191685.0,0.625,46.2,0.067,78.13,1.35,0.8,89362000000.0,445565,14340,62469.3,2010.5
108560,BULGARIA,EUROPA,EASTERN EUROPE,BGR,301038.0,337105.0,373553.0,330700.0,323847.0,386638.0,489440.0,521746.0,571106.0,535678.0,482065.0,460198.0,456219.0,436012.0,398028.0,265549.0,175753.0,94682.0,24235.0,3172.0,135.0,6966899.0,0.76,40.4,0.07400000000000001,75.3,4.03,7.5,161654000000.0,423223,18184,60882.399999999994,2615.7999999999997
1759540,LIBYA,AFRICA,NORTHERN AFRICA,LBY,806771.0,819231.0,692837.0,549673.0,498300.0,488309.0,543005.0,554158.0,524934.0,427079.0,327062.0,227194.0,153279.0,100147.0,81604.0,49049.0,29643.0,13657.0,3940.0,615.0,48.0,6890535.0,0.81,,,76.93,2.09,3.2,102842000000.0,224920,3299,32733.3,480.09999999999997
10230,LEBANON,ASIA,WESTERN ASIA,LBN,337277.0,381740.0,416173.0,411728.0,407368.0,434703.0,466529.0,471722.0,439906.0,395685.0,344978.0,293350.0,232973.0,160739.0,90332.0,82126.0,65536.0,27861.0,7648.0,1162.0,76.0,5469612.0,0.8909999999999999,31.8,0.084,78.53,2.1,2.7,99761000000.0,550942,7885,80718.8,1155.2
120340,NICARAGUA,AMERICA LATINA,CENTRAL AMERICA,NIC,519489.0,521797.0,548429.0,591994.0,618535.0,645343.0,519370.0,459410.0,388954.0,328701.0,288957.0,234596.0,176761.0,134486.0,95048.0,66550.0,40082.0,18400.0,5619.0,865.0,55.0,6203441.0,0.593,46.2,0.086,74.51,0.98,0.9,35392000000.0,7313,194,1103.9,29.3
191800,KYRGYZSTAN,ASIA,CENTRAL ASIA,KGZ,614857.0,619476.0,578259.0,464992.0,471527.0,520157.0,523589.0,439617.0,340275.0,296931.0,266774.0,261419.0,221055.0,151721.0,85314.0,36628.0,45898.0,17881.0,7433.0,1024.0,70.0,5964897.0,0.371,27.7,0.065,72.07,2.21,4.4,33918000000.0,152709,2205,23406.6,338.0
20720,EL SALVADOR,AMERICA LATINA,CENTRAL AMERICA,SLV,587438.0,553284.0,533617.0,577321.0,642548.0,612513.0,515764.0,443362.0,403031.0,349597.0,301441.0,258900.0,209590.0,169430.0,130794.0,93964.0,58117.0,28848.0,9666.0,1722.0,155.0,6481102.0,0.741,38.6,0.071,75.11,1.57,1.2,56636000000.0,82852,2508,12773.599999999999,386.70000000000005
469930,TURKMENISTAN,ASIA,CENTRAL ASIA,TKM,490729.0,471073.0,444681.0,437347.0,473688.0,534223.0,519175.0,431442.0,361901.0,317658.0,276209.0,262618.0,210555.0,136342.0,75627.0,35642.0,32838.0,12113.0,4133.0,585.0,48.0,5528627.0,0.53,40.8,0.066,71.54,2.23,4.0,86858000000.0,0,0,0.0,0.0
700,SINGAPORE,ASIA,SOUTH-EASTERN ASIA,SGP,272104.0,253646.0,268898.0,369899.0,561967.0,656044.0,652438.0,583354.0,459679.0,421388.0,377029.0,345888.0,310944.0,244844.0,180579.0,97927.0,73455.0,44788.0,23165.0,8719.0,2905.0,6209660.0,1.0,45.9,0.045,86.19,2.29,2.5,555193000000.0,63440,36,10843.800000000001,6.2
42430,DENMARK,EUROPA,NORTHERN EUROPE,DNK,317657.0,306280.0,339874.0,346052.0,377482.0,402554.0,366510.0,336073.0,361996.0,396156.0,408718.0,394797.0,346690.0,319762.0,320859.0,248291.0,150839.0,80206.0,35730.0,11063.0,1821.0,5869410.0,0.882,28.7,0.101,81.45,4.01,2.6,336335000000.0,307764,2542,52855.299999999996,436.59999999999997
303890,FINLAND,EUROPA,NORTHERN EUROPE,FIN,297576.0,305763.0,310886.0,298216.0,311680.0,353424.0,350102.0,361989.0,348532.0,316670.0,351154.0,367603.0,357694.0,355085.0,350318.0,221071.0,158318.0,94953.0,45704.0,12934.0,1993.0,5571665.0,0.856,27.4,0.09,81.55,3.81,3.3,268662000000.0,100773,978,18238.5,177.0
341500,CONGO,AFRICA,MIDDLE AFRICA,COG,792757.0,739896.0,667563.0,489832.0,417353.0,382260.0,345400.0,321134.0,289771.0,244110.0,190380.0,140161.0,102856.0,70908.0,46183.0,28661.0,15979.0,6168.0,1479.0,204.0,15.0,5293070.0,0.6829999999999999,48.9,0.021,61.69,0.17,,19763000000.0,13050,176,2365.0,31.9
48088,SLOVAKIA,EUROPA,EASTERN EUROPE,SVK,260160.0,281217.0,281931.0,260717.0,286405.0,353270.0,399938.0,427954.0,458612.0,425023.0,362412.0,356638.0,358938.0,331729.0,238939.0,158191.0,104447.0,59149.0,26293.0,7647.0,992.0,5440602.0,0.5379999999999999,25.2,0.067,78.07,3.42,5.8,178513000000.0,392185,12534,71856.7,2296.5
365268,NORWAY,EUROPA,NORTHERN EUROPE,NOR,331178.0,324653.0,326083.0,314756.0,342561.0,377463.0,389474.0,365105.0,349306.0,372995.0,373776.0,337486.0,309777.0,277841.0,260172.0,182037.0,114187.0,69868.0,35670.0,11308.0,1743.0,5467439.0,0.833,27.0,0.101,82.35,2.92,3.6,340303000000.0,134775,799,25109.1,148.9
309500,OMAN,ASIA,WESTERN ASIA,OMN,407986.0,374177.0,313577.0,295666.0,334850.0,373878.0,368810.0,340904.0,262050.0,167663.0,115328.0,82762.0,63223.0,48999.0,36967.0,25371.0,13982.0,6083.0,1957.0,408.0,48.0,3634689.0,0.87,,0.041,76.64,2.0,1.5,135814000000.0,289042,3498,56601.4,685.0
6020,STATE OF PALESTINE,ASIA,WESTERN ASIA,PSE,355963.0,342173.0,325967.0,309476.0,292413.0,262031.0,212063.0,164161.0,147103.0,127523.0,107503.0,86827.0,61794.0,39114.0,27848.0,18775.0,11306.0,5747.0,1856.0,355.0,36.0,2900034.0,0.77,33.7,,76.12,1.45,1.3,21220000000.0,344521,3855,67534.4,755.6999999999999
51060,COSTA RICA,AMERICA LATINA,CENTRAL AMERICA,CRI,378826.0,379384.0,367323.0,371841.0,402638.0,423899.0,435420.0,402263.0,350685.0,319856.0,310055.0,280989.0,228125.0,168336.0,118982.0,78522.0,46554.0,23490.0,8636.0,1909.0,255.0,5097988.0,0.8140000000000001,48.0,0.076,79.41,2.89,1.1,99146000000.0,392781,4906,77104.79999999999,963.1
96320,LIBERIA,AFRICA,WESTERN AFRICA,LBR,834024.0,724746.0,640580.0,548756.0,483517.0,337949.0,342712.0,298021.0,230980.0,175832.0,137104.0,100596.0,74785.0,54640.0,40378.0,27006.0,14578.0,5607.0,1313.0,163.0,9.0,5073296.0,0.526,35.3,0.067,65.1,0.04,0.8,7049000000.0,5396,148,1066.9,29.3
68890,IRELAND,EUROPA,NORTHERN EUROPE,IRL,352050.0,377682.0,365176.0,321329.0,303782.0,305158.0,341277.0,411982.0,415677.0,379915.0,329843.0,298793.0,258541.0,223582.0,190093.0,132327.0,87727.0,50925.0,22750.0,6844.0,1116.0,5176569.0,0.639,32.8,0.069,81.45,3.31,3.0,428825000000.0,286691,5018,57748.9,1010.8
